"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
400,124.5,70,8120,"Inside","1Story",4,7,1970,1970,"TA","Gd","CBlock","TA","TA","ALQ",191,673,864,"GasA","Ex","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Detchd",2,463,"TA","TA",0,0,0,0
2138,134.9,45,8982,"CulDSac","1Story",5,5,1977,1977,"TA","TA","CBlock","Gd","TA","ALQ",539,501,1040,"GasA","TA","Y",1040,0,1040,0,0,1,1,3,"TA",5,0,"Detchd",2,748,"TA","TA",0,0,0,0
205,122,52,3068,"Inside","2Story",6,8,1920,1993,"TA","Gd","BrkTil","TA","TA","Unf",0,662,662,"GasA","Ex","Y",662,662,1324,0,1,1,0,3,"TA",6,0,"Detchd",1,180,"TA","TA",0,0,112,0
1442,231.5,80,12435,"Inside","2Story",7,5,2001,2001,"Gd","TA","PConc","Gd","TA","GLQ",361,602,963,"GasA","Ex","Y",963,829,1792,0,0,2,1,3,"Gd",7,1,"Attchd",2,564,"TA","TA",0,96,0,0
323,169,85,15300,"Inside","1Story",5,5,1965,1977,"TA","TA","CBlock","TA","TA","Rec",42,1026,1068,"GasA","TA","Y",1264,0,1264,1,0,1,0,2,"TA",7,1,"Attchd",2,528,"TA","TA",0,0,0,0
1286,157.5,60,10440,"Inside","2Story",5,8,1904,2002,"TA","TA","PConc","TA","TA","Unf",0,650,650,"GasA","Gd","Y",958,581,1539,0,0,2,0,3,"Gd",8,1,"Detchd",2,686,"Gd","TA",70,78,68,0
610,177.5,0,8970,"Corner","2Story",5,6,1965,1965,"TA","Gd","CBlock","TA","TA","ALQ",388,356,744,"GasA","TA","Y",825,1315,2140,0,0,2,1,4,"TA",7,1,"Attchd",2,549,"TA","TA",0,40,264,0
1968,141,80,8000,"Corner","1Story",5,4,1961,1961,"TA","TA","CBlock","TA","TA","Unf",0,1800,1800,"GasA","Ex","N",1800,0,1800,0,0,2,0,6,"TA",10,0,"None",0,0,"None","None",0,0,0,0
1449,143.195,0,9216,"Inside","1Story",5,6,1975,1975,"TA","TA","CBlock","TA","TA","ALQ",294,782,1076,"GasA","TA","Y",1076,0,1076,0,0,1,1,3,"TA",5,1,"Detchd",2,576,"TA","TA",0,0,0,0
498,340,0,16545,"Inside","2Story",8,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",781,503,1284,"GasA","Ex","Y",1310,1140,2450,1,0,2,1,3,"Gd",7,1,"Attchd",3,1069,"TA","TA",0,126,0,0
1385,152,0,7400,"CulDSac","SFoyer",5,5,1984,1984,"TA","TA","PConc","Gd","TA","LwQ",104,0,1060,"GasA","TA","Y",1126,0,1126,1,0,1,0,2,"TA",5,0,"Attchd",2,506,"TA","TA",178,0,0,0
2851,138.887,96,13132,"Inside","2Story",5,5,1914,1950,"TA","TA","BrkTil","Gd","TA","Unf",0,747,747,"GasA","Gd","Y",892,892,1784,0,0,1,1,4,"TA",9,0,"Detchd",1,180,"Fa","Fa",203,40,0,0
1262,139,78,10180,"Corner","1Story",5,6,1968,1968,"TA","TA","CBlock","TA","TA","Rec",744,168,912,"GasA","TA","Y",1044,0,1044,0,1,1,1,3,"TA",5,1,"Attchd",2,372,"TA","TA",200,48,0,0
1382,130,57,9764,"FR2","1Story",5,7,1967,2003,"TA","TA","CBlock","TA","TA","BLQ",702,192,894,"GasA","Ex","Y",894,0,894,1,0,1,0,3,"Gd",5,0,"Attchd",2,450,"TA","TA",0,0,0,0
1276,105.5,59,7227,"Corner","1.5Unf",6,6,1954,1954,"TA","TA","CBlock","TA","TA","Unf",0,832,832,"GasA","Gd","Y",832,0,832,0,0,1,0,2,"Gd",4,0,"Detchd",2,528,"TA","TA",0,0,0,0
2550,150,69,8973,"Inside","1Story",5,7,1958,1991,"TA","TA","CBlock","TA","TA","Rec",567,413,1008,"GasA","TA","Y",1053,0,1053,0,1,1,1,3,"Ex",6,0,"2Types",2,750,"TA","TA",0,80,0,0
1465,240,41,10905,"CulDSac","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,1129,1129,"GasA","Ex","Y",1129,1198,2327,0,0,2,1,4,"Gd",9,1,"BuiltIn",2,596,"TA","TA",0,57,0,0
2366,125.5,24,2160,"Inside","2Story",5,6,1973,1973,"TA","TA","CBlock","TA","TA","LwQ",402,363,765,"GasA","Gd","Y",765,600,1365,0,0,1,1,3,"Gd",7,1,"Attchd",2,440,"TA","TA",0,36,0,0
1854,279.7,50,9466,"FR2","1Story",8,5,1994,1995,"Gd","TA","PConc","Gd","TA","LwQ",457,0,1494,"GasA","Ex","Y",1494,0,1494,1,0,1,1,1,"Gd",5,1,"Attchd",2,478,"TA","TA",0,30,0,217
2807,195,41,12393,"FR2","2Story",7,5,2004,2005,"Gd","TA","PConc","Gd","TA","Unf",0,847,847,"GasA","Ex","Y",847,1101,1948,0,0,2,1,4,"Gd",8,1,"BuiltIn",2,434,"TA","TA",100,48,0,0
1778,320,84,11670,"Corner","1Story",9,5,2006,2006,"Ex","TA","PConc","Ex","Gd","Unf",0,1905,1905,"GasA","Ex","Y",1905,0,1905,0,0,2,0,3,"Ex",8,1,"Attchd",3,788,"TA","TA",0,191,0,0
1311,98,34,4571,"Inside","2Story",5,5,1916,1950,"TA","TA","BrkTil","TA","TA","Unf",0,624,624,"GasA","Fa","N",624,720,1344,0,0,1,0,4,"TA",7,0,"Detchd",3,513,"Fa","Fa",0,0,96,0
2103,246.5,66,10235,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1643,1643,"GasA","Ex","Y",1651,0,1651,0,0,2,0,3,"Gd",7,1,"Attchd",3,870,"TA","TA",192,64,0,0
2790,255,90,11367,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",932,133,1065,"GasA","Ex","Y",1091,898,1989,1,0,2,1,3,"Gd",7,1,"Attchd",2,586,"TA","TA",199,60,0,0
1872,158.5,88,10738,"Corner","1Story",6,7,1966,1966,"TA","TA","CBlock","TA","TA","ALQ",792,301,1093,"GasA","Gd","Y",1093,0,1093,1,0,2,0,3,"TA",6,1,"Attchd",2,484,"TA","TA",224,0,0,0
423,485,104,13518,"Inside","2Story",9,5,2008,2009,"Ex","TA","PConc","Ex","TA","Unf",0,1926,1926,"GasA","Ex","Y",1966,1174,3140,0,0,3,1,4,"Ex",11,2,"BuiltIn",3,820,"TA","TA",144,78,0,0
1156,192,95,19508,"Inside","1Story",6,5,1974,1974,"TA","TA","CBlock","TA","TA","ALQ",800,630,1430,"GasA","TA","Y",1430,0,1430,0,1,2,0,3,"TA",6,2,"Attchd",2,484,"TA","TA",117,108,165,0
2763,181,78,9316,"Inside","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,784,784,"GasA","Ex","Y",784,812,1596,0,0,2,1,3,"Gd",6,0,"Attchd",2,610,"TA","TA",144,45,0,0
1070,336.86,58,10110,"Inside","1Story",9,5,2008,2008,"Ex","TA","PConc","Gd","TA","GLQ",372,1486,1858,"GasA","Ex","Y",1866,0,1866,1,0,2,0,2,"Ex",7,1,"Attchd",3,870,"TA","TA",0,48,0,0
2872,223,0,16381,"Inside","1Story",6,5,1969,1969,"Gd","Gd","CBlock","TA","TA","Rec",1110,734,1844,"GasA","Gd","Y",1844,0,1844,1,0,2,0,3,"Gd",7,1,"Attchd",2,540,"TA","TA",0,73,216,0
2343,202.5,91,14145,"Corner","1Story",7,7,1984,1998,"Gd","TA","CBlock","Gd","TA","ALQ",213,995,1208,"GasA","Ex","Y",1621,0,1621,1,0,2,0,3,"Gd",8,0,"Attchd",2,440,"TA","TA",108,45,0,0
987,130,62,10429,"Inside","2Story",5,5,1992,1992,"TA","TA","PConc","Gd","TA","ALQ",330,294,624,"GasA","TA","Y",624,663,1287,0,0,1,1,3,"TA",6,0,"Detchd",2,440,"TA","TA",150,0,0,0
691,109.5,60,6600,"Inside","1Story",5,5,1962,1962,"TA","TA","CBlock","TA","TA","Unf",0,894,894,"GasA","Gd","N",894,0,894,0,0,1,0,2,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
452,213,47,6904,"Inside","1Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","ALQ",836,522,1358,"GasA","Ex","Y",1358,0,1358,0,0,2,0,2,"Gd",6,1,"Attchd",2,484,"TA","TA",192,36,0,0
897,98,50,8405,"Inside","1.5Fin",4,3,1945,1950,"TA","TA","Slab","None","None","None",0,0,0,"Wall","TA","N",1088,441,1529,0,0,2,0,4,"TA",9,0,"Detchd",1,240,"TA","TA",92,0,185,0
1492,108,63,13907,"Inside","1Story",5,6,1940,1969,"TA","TA","CBlock","TA","TA","BLQ",290,706,996,"GasA","Ex","Y",996,0,996,1,0,1,0,3,"TA",6,1,"None",0,0,"None","None",144,0,0,0
2594,127,50,7500,"Inside","1.5Fin",6,6,1947,1950,"TA","TA","CBlock","TA","TA","Unf",0,784,784,"GasA","Ex","Y",900,412,1312,0,0,1,1,3,"TA",6,0,"Detchd",2,649,"TA","TA",0,28,0,0
1784,235.876,85,9965,"FR2","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1528,1528,"GasA","Ex","Y",1528,0,1528,0,0,3,2,3,"Gd",6,1,"Attchd",2,480,"TA","TA",0,228,0,0
2128,204.75,69,9337,"Inside","2Story",6,5,1997,1997,"TA","Gd","PConc","Gd","TA","GLQ",648,176,824,"GasA","Ex","Y",905,881,1786,1,0,2,1,3,"Gd",7,0,"Attchd",2,684,"TA","TA",0,162,0,0
1901,138.5,85,12172,"Inside","1.5Unf",5,7,1940,1996,"TA","TA","PConc","TA","TA","LwQ",130,433,822,"GasA","TA","Y",908,0,908,0,0,1,0,2,"TA",4,0,"Attchd",2,512,"TA","TA",284,24,0,192
2083,150,42,7711,"Inside","1Story",4,3,1977,1977,"TA","TA","PConc","Gd","TA","GLQ",1440,0,1440,"GasA","TA","Y",1440,0,1440,2,0,2,0,4,"TA",8,0,"None",0,0,"None","None",321,0,0,0
446,269.5,90,12878,"Corner","1Story",7,5,2003,2004,"Gd","TA","PConc","Gd","TA","ALQ",1262,498,1760,"GasA","Ex","Y",1760,0,1760,1,0,2,0,3,"Gd",8,1,"Attchd",2,583,"TA","TA",165,190,0,0
1484,149,0,4438,"Inside","1Story",6,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",662,186,848,"GasA","Ex","Y",848,0,848,1,0,1,0,1,"Gd",3,1,"Attchd",2,420,"TA","TA",149,0,0,0
704,103,56,10134,"Inside","1.5Fin",5,5,1910,1950,"TA","TA","BrkTil","Fa","TA","Unf",0,801,801,"GasA","Gd","N",801,646,1447,0,0,1,0,3,"TA",6,0,"None",0,0,"None","None",80,0,244,0
2460,199,85,10936,"Corner","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1504,1504,"GasA","Ex","Y",1504,0,1504,0,0,2,0,3,"Gd",7,0,"Attchd",2,510,"TA","TA",144,0,0,0
2764,220,80,10041,"Inside","2Story",8,5,1992,1992,"Gd","TA","PConc","Gd","TA","GLQ",789,119,908,"GasA","Ex","Y",927,988,1915,1,0,2,1,3,"Gd",8,1,"Attchd",2,506,"TA","TA",120,150,0,0
1817,144,0,9180,"CulDSac","SFoyer",5,7,1983,1983,"TA","TA","CBlock","Gd","TA","ALQ",747,0,840,"GasA","Gd","Y",884,0,884,1,0,1,0,2,"Gd",5,0,"Attchd",2,504,"TA","Gd",240,0,0,0
1580,150,75,12890,"Inside","1Story",6,5,1989,1989,"TA","TA","CBlock","Gd","TA","Unf",0,1495,1495,"GasA","Ex","Y",1495,0,1495,0,0,2,0,3,"TA",8,1,"Attchd",2,438,"TA","TA",252,0,192,0
1698,380,105,13693,"Inside","2Story",9,5,2006,2006,"Ex","TA","PConc","Gd","TA","Unf",0,2153,2153,"GasA","Ex","Y",2069,574,2643,0,0,2,1,3,"Ex",9,1,"BuiltIn",3,694,"TA","TA",414,84,0,0
999,175,57,21872,"FR2","2Story",7,5,1996,1997,"TA","TA","PConc","Gd","TA","GLQ",604,125,729,"GasA","Ex","Y",729,717,1446,0,1,2,1,3,"TA",6,1,"Attchd",2,406,"TA","TA",264,22,0,0
1987,137,57,9639,"Inside","2Story",4,8,1900,1950,"TA","TA","PConc","TA","TA","Unf",0,1075,1075,"GasA","Ex","Y",1156,642,1798,0,0,2,1,4,"TA",7,0,"Detchd",2,342,"TA","TA",0,0,160,0
141,136,0,8050,"Inside","1Story",5,5,1959,1959,"TA","TA","CBlock","TA","TA","BLQ",856,125,1143,"GasA","TA","Y",1143,0,1143,1,0,1,0,3,"TA",6,0,"Attchd",1,308,"TA","TA",0,0,0,0
1935,134.5,66,8923,"Inside","1Story",5,7,1953,2006,"TA","TA","CBlock","TA","TA","BLQ",643,365,1008,"GasA","Gd","Y",1008,0,1008,1,0,1,0,2,"Gd",6,0,"Attchd",1,240,"TA","TA",0,18,0,0
1750,206.58,59,10936,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1510,1510,"GasA","Ex","Y",1525,0,1525,0,0,2,1,3,"Gd",6,1,"Attchd",2,534,"TA","TA",100,18,0,0
2203,141.5,53,6720,"Inside","2Story",6,7,1921,1950,"TA","TA","BrkTil","TA","TA","Unf",0,585,585,"GasA","TA","N",851,585,1436,0,0,1,0,3,"TA",7,1,"Detchd",1,228,"TA","TA",184,0,0,0
1721,209.5,34,4590,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Gd","GLQ",24,1530,1554,"GasA","Ex","Y",1554,0,1554,0,0,2,0,2,"Gd",6,1,"Attchd",2,627,"TA","TA",156,73,0,0
26,142,65,8450,"Inside","1Story",5,6,1968,1968,"TA","TA","CBlock","TA","TA","BLQ",775,281,1056,"GasA","Ex","Y",1056,0,1056,1,0,1,0,3,"TA",6,1,"Attchd",1,304,"TA","TA",0,85,184,0
515,252.678,72,8640,"Inside","2Story",7,5,2009,2009,"TA","TA","PConc","Gd","TA","GLQ",822,78,900,"GasA","Ex","Y",932,920,1852,1,0,2,1,3,"Gd",7,1,"Attchd",2,644,"TA","TA",168,108,0,0
1233,165,101,9150,"Corner","SLvl",6,5,1962,1962,"TA","TA","CBlock","Gd","TA","GLQ",371,728,1099,"GasA","Gd","Y",1431,0,1431,0,1,1,0,3,"TA",6,1,"Basment",1,296,"TA","TA",64,110,0,0
2709,153.6,0,11327,"Inside","1Story",5,6,1967,1967,"TA","TA","CBlock","TA","TA","ALQ",779,285,1064,"GasA","TA","Y",1064,0,1064,0,1,1,0,3,"TA",6,1,"Attchd",2,528,"TA","TA",314,48,0,0
2463,232.6,81,11216,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1489,1489,"GasA","Ex","Y",1489,0,1489,0,0,2,0,3,"Gd",7,1,"Attchd",2,776,"TA","TA",0,140,0,0
725,119,60,5400,"Inside","1.5Fin",6,6,1920,1950,"Fa","TA","BrkTil","TA","TA","Unf",0,972,972,"GasA","Ex","Y",1044,0,1480,0,0,1,0,3,"TA",6,0,"Detchd",1,207,"Fa","TA",0,0,176,0
1770,315.75,95,11787,"Inside","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","TA","GLQ",719,660,1379,"GasA","Ex","Y",1383,1015,2398,1,0,2,1,3,"Gd",8,1,"Attchd",3,834,"TA","TA",239,60,0,0
574,172.5,24,2645,"Inside","2Story",8,5,1999,2000,"Gd","TA","PConc","Gd","TA","GLQ",649,321,970,"GasA","Ex","Y",983,756,1739,1,0,2,1,3,"Gd",7,0,"Attchd",2,480,"TA","TA",115,0,0,0
1809,149,60,12450,"Inside","1Story",5,5,2003,2004,"Gd","TA","PConc","Gd","TA","GLQ",729,365,1094,"GasA","Ex","Y",1094,0,1094,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",0,0,0,0
2607,160,84,8658,"Inside","1Story",6,5,1965,1965,"TA","TA","CBlock","TA","TA","Rec",643,445,1088,"GasA","Ex","Y",1324,0,1324,0,0,2,0,3,"TA",6,1,"Attchd",2,440,"TA","TA",0,138,0,0
2435,230.5,106,11194,"Corner","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","Unf",0,1406,1406,"GasA","Ex","Y",1454,482,1936,0,0,2,1,3,"Gd",7,1,"Attchd",2,504,"TA","TA",188,124,0,0
12,185,0,7980,"Inside","1Story",6,7,1992,2007,"TA","Gd","PConc","Gd","TA","ALQ",935,233,1168,"GasA","Ex","Y",1187,0,1187,1,0,2,0,3,"TA",6,0,"Attchd",2,420,"TA","TA",483,21,0,0
1258,86.9,60,5400,"Corner","1Story",4,7,1940,2005,"Gd","TA","PConc","TA","TA","Unf",0,672,672,"GasA","Gd","Y",672,0,672,0,0,1,0,2,"TA",4,0,"Detchd",1,308,"TA","TA",88,108,0,0
1461,274,0,9720,"CulDSac","2Story",9,5,2001,2002,"Gd","TA","PConc","Gd","TA","GLQ",1194,163,1357,"GasA","Ex","Y",1366,581,1947,1,0,2,1,3,"Gd",7,1,"BuiltIn",3,725,"TA","TA",168,116,0,0
368,372.5,80,11844,"Inside","1Story",8,5,2008,2008,"Gd","TA","PConc","Ex","TA","Unf",0,2046,2046,"GasA","Ex","Y",2046,0,2046,0,0,2,1,3,"Gd",7,1,"Attchd",3,834,"TA","TA",322,82,0,0
745,115,51,6120,"Inside","1Story",5,6,1925,1999,"TA","TA","BrkTil","TA","TA","Unf",0,960,960,"GasA","Gd","Y",995,0,995,0,0,1,0,2,"TA",5,0,"Detchd",1,264,"TA","TA",0,15,51,0
1708,342,99,13069,"Inside","2Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,1706,1706,"GasA","Ex","Y",1718,1238,2956,0,0,2,1,5,"Ex",11,1,"BuiltIn",3,916,"TA","TA",194,50,0,0
2578,148,125,10000,"Corner","SLvl",5,6,1956,1956,"TA","TA","CBlock","TA","TA","BLQ",678,99,1058,"GasA","Ex","Y",1370,0,1370,1,0,1,0,3,"TA",6,1,"Basment",1,300,"TA","TA",191,0,0,120
915,155,60,7200,"Inside","2Story",7,9,1936,2007,"Gd","Gd","PConc","Gd","Gd","ALQ",350,0,560,"GasA","Ex","Y",575,560,1135,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",256,0,0,0
2013,113,51,6120,"Inside","1.5Unf",5,7,1939,1950,"Gd","TA","BrkTil","TA","TA","Unf",0,884,884,"GasA","Ex","Y",884,0,884,0,0,1,0,2,"TA",5,0,"Detchd",1,240,"TA","TA",0,0,136,0
643,131,53,8128,"CulDSac","1Story",6,7,1954,1954,"TA","TA","CBlock","TA","TA","ALQ",490,572,1062,"GasA","Gd","Y",1062,0,1062,1,0,1,0,3,"TA",6,0,"Attchd",1,297,"TA","TA",0,0,0,0
120,128.95,77,9320,"Inside","1Story",4,5,1959,1959,"TA","TA","CBlock","TA","TA","ALQ",569,381,950,"GasA","Fa","Y",1225,0,1225,1,0,1,1,3,"TA",6,0,"None",0,0,"None","None",352,0,0,0
2247,235,44,4750,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",1573,0,1573,"GasA","Ex","Y",1625,0,1625,1,1,2,0,2,"Gd",5,1,"Attchd",2,538,"TA","TA",123,0,0,153
311,190,74,9620,"Inside","SLvl",6,7,1977,1977,"TA","TA","CBlock","TA","TA","ALQ",679,564,1243,"GasA","TA","Y",1285,0,1285,0,1,2,0,3,"Gd",6,1,"Attchd",2,473,"TA","TA",375,26,0,0
728,44,72,9392,"Corner","1Story",3,3,1900,1950,"TA","Fa","CBlock","Fa","TA","Unf",0,245,245,"GasA","TA","N",797,0,797,0,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,36,94,0
2329,275,0,6563,"CulDSac","1Story",8,5,1985,1985,"Gd","TA","PConc","Gd","TA","GLQ",1148,594,1742,"GasA","TA","Y",1742,0,1742,1,0,2,0,2,"Gd",5,1,"Attchd",2,564,"TA","TA",114,28,234,0
1687,318,93,12030,"Inside","1Story",8,5,2007,2007,"Ex","TA","PConc","Ex","TA","Unf",0,1694,1694,"GasA","Ex","Y",1694,0,1694,0,0,2,0,3,"Gd",7,0,"Attchd",3,818,"TA","TA",168,228,0,0
2767,280,62,70761,"Inside","1Story",7,5,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",655,878,1533,"GasA","TA","Y",1533,0,1533,1,0,2,0,2,"Gd",5,2,"Attchd",2,576,"TA","TA",200,54,0,0
1852,301,0,8010,"Inside","2Story",8,5,2003,2004,"Gd","TA","PConc","Ex","TA","GLQ",964,90,1054,"GasA","Ex","Y",1072,976,2048,1,0,2,1,3,"Gd",8,2,"Detchd",2,552,"TA","TA",0,48,0,180
171,96.5,55,8800,"Corner","1.5Fin",4,7,1910,2004,"TA","TA","BrkTil","TA","Fa","Unf",0,576,576,"GasA","Gd","Y",792,348,1140,0,0,1,0,3,"TA",7,0,"None",0,0,"None","None",0,160,0,0
2688,129,60,9873,"Inside","1Story",4,5,1970,1970,"TA","TA","CBlock","TA","TA","ALQ",789,171,960,"GasW","TA","N",960,0,960,1,0,1,0,3,"TA",6,0,"Detchd",2,576,"TA","TA",0,288,0,0
943,85,105,8470,"Corner","1.5Fin",3,2,1915,1982,"Fa","Fa","CBlock","TA","Fa","Unf",0,1013,1013,"GasA","TA","N",1013,0,1526,0,0,1,0,2,"Fa",6,0,"None",0,0,"None","None",0,0,156,0
1257,140,60,10930,"Inside","1.5Fin",5,6,1945,1950,"TA","TA","CBlock","TA","TA","BLQ",580,333,913,"GasA","TA","Y",1048,510,1558,1,0,1,1,3,"TA",6,1,"Attchd",1,288,"TA","TA",0,0,0,0
1058,383,104,14418,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",1375,575,1950,"GasA","Ex","Y",1950,0,1950,1,0,2,0,2,"Ex",7,1,"Attchd",3,706,"TA","TA",156,207,0,0
93,285,88,11134,"Inside","2Story",8,5,1992,1993,"Gd","TA","PConc","Gd","TA","GLQ",1129,261,1390,"GasA","Ex","Y",1402,823,2225,1,0,2,1,4,"Gd",7,1,"Attchd",3,713,"TA","TA",198,30,0,0
